id,quality
1257,6.1054545454545455
6409,6.065454545454545
136,6.1036363636363635
1631,6.085454545454546
6084,6.118181818181818
5434,6.136363636363637
1094,6.0618181818181816
5146,6.163636363636364
5921,6.0636363636363635
1076,6.085454545454546
616,6.1036363636363635
4336,6.107272727272727
219,6.087272727272727
6403,6.112727272727272
2397,6.101818181818182
5240,6.114545454545454
3696,6.107272727272727
1070,6.130909090909091
5890,6.109090909090909
1270,6.116363636363636
4641,6.096363636363637
5299,6.141818181818182
2494,6.0636363636363635
5276,6.098181818181819
332,6.109090909090909
3671,6.08
6367,6.067272727272727
5681,6.092727272727273
1741,6.132727272727273
4715,6.083636363636364
1114,6.087272727272727
4105,6.118181818181818
825,6.0636363636363635
88,6.070909090909091
4551,6.12
227,6.089090909090909
1369,6.090909090909091
3722,6.085454545454546
2341,6.123636363636364
4882,6.112727272727272
2382,6.065454545454545
4075,6.107272727272727
687,6.1036363636363635
2350,6.094545454545455
2634,6.14
5751,6.0618181818181816
5934,6.08
6286,6.078181818181818
6004,6.092727272727273
4696,6.167272727272727
5628,6.085454545454546
3066,6.081818181818182
6267,6.069090909090909
3950,6.081818181818182
1834,6.1
848,6.130909090909091
5852,6.116363636363636
3034,6.127272727272727
1074,6.109090909090909
1184,6.0636363636363635
3788,6.098181818181819
3267,6.081818181818182
5640,6.096363636363637
2076,6.129090909090909
4634,6.087272727272727
2075,6.098181818181819
5741,6.1054545454545455
5008,6.107272727272727
1485,6.0636363636363635
2010,6.050909090909091
1899,6.069090909090909
3514,6.032727272727273
5819,6.08
5040,6.130909090909091
3998,6.149090909090909
6425,6.1036363636363635
1733,6.101818181818182
2925,6.1036363636363635
1528,6.058181818181819
2332,6.072727272727272
3492,6.094545454545455
6177,6.101818181818182
5338,6.078181818181818
2599,6.065454545454545
512,6.085454545454546
5118,6.107272727272727
4024,6.098181818181819
1095,6.087272727272727
965,6.069090909090909
1163,6.067272727272727
5773,6.074545454545454
4154,6.101818181818182
2968,6.087272727272727
2294,6.1
2652,6.098181818181819
4632,6.0618181818181816
4585,6.0618181818181816
754,6.114545454545454
3471,6.090909090909091
3506,6.0618181818181816
1513,6.089090909090909
210,6.101818181818182
664,6.089090909090909
6414,6.058181818181819
2418,6.078181818181818
