fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,total_acidity,average_acidity,total_minerals,average_minerals,non_free_sulfur_dioxide,percentage_free_sulfur,percentage_salt_sulfur
0.0,0.04179913546157721,0.0,0.0,0.0,0.0,0.3619138448216748,0.0,0.180589756595533,1.1172465237316134,1.590990173116229,0.6040323438887757,0.0,0.0,0.8718024137399308,0.8718024137399308,0.5066235792427455,0.0,0.0
0.0,0.0,0.0,1.9777051706270612,0.0,0.0,0.6106276417922946,1.0371028851772832,0.0,0.0,0.0,0.6040323438887757,0.0,0.0,0.0,0.0,0.7882079351589014,0.0,0.0
0.8705408488587745,0.0,0.505115701679603,0.0,0.06886491589718356,0.0,0.0,0.2125896095758384,0.4383045018672468,0.7668666937732866,0.5997901924236523,0.0,0.7885471394327488,0.7885471394327488,0.6962287990517878,0.6962287990517878,0.0,2.544501857140402,1.9905310466883015
2.442600914675308,0.8234627047117746,2.1815318504333994,0.0,1.3366672528775019,0.0,0.0,0.8257126700080483,0.0,0.8549380159643613,1.1139040750787506,0.0,2.461108864194548,2.461108864194548,1.0460163637196263,1.0460163637196263,0.0,0.9336265719537157,1.8638728593629974
0.0,0.0,0.3322093349811,0.0,0.0,0.6781658586479317,0.16256254414273,0.0,0.16159366651534463,0.0,2.150121932638755,0.6040323438887757,0.0,0.0,0.0,0.0,0.0,0.4426551861684508,0.0
0.0,0.0,1.1573039145811115,0.0,0.0,0.3608637526855248,0.7472908296236312,0.0,0.0,0.0,0.0,0.6040323438887757,0.0,0.0,0.0,0.0,0.7932004614247833,0.0,0.0
0.0,0.0,0.9662620733771652,0.0,0.0,0.15856958754429246,0.07062670616382477,0.0,0.0,0.0,1.444087566241697,0.6040323438887757,0.0,0.0,0.0,0.0,0.026672284546737257,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.7924032201602946,0.6023375843183406,0.0,0.0,0.0,0.0,0.6040323438887757,0.0,0.0,0.0,0.0,0.44474079528046373,0.08579898306383898,0.0
0.0,0.0,0.0,0.0,0.0,0.10695136541546404,0.1567266810955242,0.0,1.1775097920624962,0.0,2.71412880271813,0.6040323438887757,0.0,0.0,0.0,0.0,0.15422258995908625,0.0,0.0
0.0,0.0,0.267234708818859,0.0,0.0,0.7692644202596199,0.5754623826506359,0.0,0.0,0.0,0.4512972353687915,0.6040323438887757,0.0,0.0,0.0,0.0,0.4201570413253773,0.0899439662080718,0.0
0.03566161394269635,0.0,0.28322612187993434,1.6386898458747012,0.0,0.273418988091458,1.5073417499045922,1.2701412437410342,0.0,0.0,0.0,0.6040323438887757,0.0,0.0,0.0,0.0,1.7762839129031966,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.08110586285950575,0.005813396155065135,0.0,0.6170074160985928,0.4440857943291278,1.6614918927360842,0.6040323438887757,0.0,0.0,0.2128862620605699,0.2128862620605699,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12537721190021503,0.0,1.1860267259910466,0.6040323438887757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.4209562264521107,0.13764640271453055,0.0,0.3779089105474022,0.0,0.0,0.38677118313875875,0.0,1.1882291170716974,0.6040323438887757,0.0,0.0,0.0,0.0,0.0,0.5115885657871352,0.0
0.0,0.0,0.27213845024408334,0.0,0.0,0.7261341028600349,0.6253108091842964,0.0,1.1479316745935841,0.8741660476111947,0.5344594421143054,0.6040323438887757,0.0,0.0,0.6493902008969764,0.6493902008969764,0.4991429061835669,0.0029186718896544455,0.0
4.125944105736396,0.30183947088720536,1.4841013054793233,0.030904669086941186,0.22487262982466868,0.0,0.0,2.142365619502374,0.0,0.7192559370729961,1.4431074289794577,0.0,4.023171668729912,4.023171668729912,0.6873310868584082,0.6873310868584082,0.0,0.0,2.3520765115556364
0.0,0.3462175297371324,0.0,0.0,0.0,0.7644128010740154,0.054076002226240205,0.0,0.8898179450228527,0.0,1.3821716500079824,0.6040323438887757,0.0,0.0,0.0,0.0,0.0,0.7133374665958823,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.07784599333151382,0.0,0.5546620361695854,0.0,2.2882324416022355,0.6040323438887757,0.0,0.0,0.0,0.0,0.11968680372106766,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.3609058131037028,0.0,0.0,0.6717883140727918,0.0,0.4029396599375177,0.6040323438887757,0.0,0.0,0.0,0.0,0.0,1.2384404627789367,0.0
0.0,0.0,0.0,0.0,0.0,0.46923999408336553,0.0,0.0,0.05095922231941194,0.4057504930044585,1.796107810862393,0.6040323438887757,0.0,0.0,0.20469492053676136,0.20469492053676136,0.0,0.9169729949687953,0.0
4.172588537076873,0.0,2.7714281376929026,0.0,0.9785088843231722,0.0,0.0,1.5199346596496803,0.0,1.3940663896044057,0.24144693863929878,0.0,3.9955681951196276,3.9955681951196276,1.4484096344279378,1.4484096344279378,0.0,0.38231761192545366,1.3411647466230487
1.615215530048473,0.0,1.4262509277199356,0.0,0.43639524585551365,0.0,0.0,0.4711525858081901,0.0,3.7830040180636875,1.2918038450522926,0.0,1.524920841984296,1.524920841984296,3.4552483849854676,3.4552483849854676,0.0,0.37925991461408903,3.99588541861769
0.9808253516225756,0.0,0.7729063727613738,0.0,0.38716887813350215,0.0,0.0,0.009460357493085964,1.0710641602674114,1.4617704038324462,1.5926098890148368,0.0,0.8498939912949277,0.8498939912949277,1.3819291393107755,1.3819291393107755,0.0,1.417494574307505,1.2793771781301173
0.7878301454216381,0.0,0.48686095777898886,0.0,0.5401383552920951,0.0,0.0,0.0,0.5588260235328177,1.4890204916083627,1.7136610533224335,0.0,0.7255937571463946,0.7255937571463946,1.4389062201892104,1.4389062201892104,0.0,0.8870384874711097,0.36956418710115996
0.0,0.0,0.0,0.0,0.0,0.18581293106783126,0.24886611221496951,0.0,1.5256875208787195,0.1857893600230487,0.021830290127455826,0.6040323438887757,0.0,0.0,0.1259161839497324,0.1259161839497324,0.23868753663824543,0.0,0.0
0.0,0.0,0.0,1.9777051706270612,0.0,0.0,0.6106276417922946,1.0371028851772832,0.0,0.0,0.0,0.6040323438887757,0.0,0.0,0.0,0.0,0.7882079351589014,0.0,0.0
0.0,0.30183947088720536,0.6064942224415237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5278103390764968,0.6040323438887757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.211012253672057,0.8456824822836,0.9856736995106639,0.0,0.18173239957823217,0.0,0.0,1.6608752353630485,0.0,0.36718175553186105,0.0,0.0,2.2401083709767096,2.2401083709767096,0.3652192506394842,0.3652192506394842,0.0,0.0,1.6095261829968444
1.1677298907176272,0.0,0.40370922069949616,0.0,0.16085201029883778,0.0,0.0,0.18031986218426077,0.006526243294986966,1.8545301645412224,0.8625887220381875,0.0,1.1232263687922956,1.1232263687922956,1.6824873798180267,1.6824873798180267,0.0,2.0886965311216743,0.9610523219963477
0.10397608822197427,0.0,0.0,0.0,0.01011490274706768,0.4431871561296743,0.9163583447813388,0.0,0.0,0.0,0.0,0.6040323438887757,0.0,0.0,0.0,0.0,0.972390217709334,0.0,0.0
0.34492917903077414,0.0,2.424497863862468,0.0,7.92664914536965,0.0,0.0,0.8125710909249483,0.1764234000151185,3.4960207554444667,0.0,0.0,0.2626261627663496,0.26213559641250894,4.770549742860645,4.802442752119522,0.0,1.7529370304180611,4.667948719849994
0.0,0.0,0.0,0.0,0.0,1.8371018559478756,0.4190669728573305,0.0,0.0,0.0,1.5527910915758887,0.6040323438887757,0.0,0.0,0.0,0.0,0.0,1.3553862017597573,0.0
0.05352171946858153,0.0,0.11489311208188781,0.0,0.0,0.0,0.0,0.0,1.0529779056269506,0.5162352364971037,0.8322380361445911,0.0,0.03448402780853249,0.03448402780853249,0.44055192839691737,0.44055192839691737,0.0,1.7325361286930347,3.131632015018533
0.0,0.0,0.0,0.0,0.0,0.1205625065941709,0.014434845064703522,0.0,1.243327341925187,0.0,0.031043930527040974,0.6040323438887757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30131370958904846,0.0,0.0,1.8604945178886845,0.0,1.2619328459405217,1.7265652082064185,1.4210108142616587,0.0,0.0,0.0,0.6040323438887757,0.18290997196001826,0.18290997196001826,0.0,0.0,1.6664976931538305,0.0,0.0
0.4117458796821669,0.0,0.14875261531052275,0.0,0.0,0.10365082005324162,0.06556612509658422,0.0,0.0,0.0,1.3758545060206424,0.6040323438887757,0.36226326403825637,0.36226326403825637,0.0,0.0,0.04166164086321168,0.0,0.0
0.11087846709059086,0.0,0.0,1.575124472483634,0.0,1.0656704389364675,1.9309019524485624,1.2701412437410342,0.0,0.0,0.0,0.6040323438887757,0.0,0.0,0.0,0.0,1.997825830981299,0.0,0.0
0.0,0.07353954435246893,0.0,0.0,0.0,0.7374668094638566,0.0,0.0,0.14651197211155975,0.25366899461633047,2.2163611157041436,0.6040323438887757,0.0,0.0,0.09985352724804894,0.09985352724804894,0.0,0.9678114968410323,0.0
0.9075167329284335,0.0,0.643851245509263,0.0,0.6587985519908238,0.0,0.0,0.029324950249408177,0.852192363359179,1.5295786390901946,1.6394208517048028,0.0,0.8412215321392432,0.8412215321392432,1.5003616334795564,1.5003616334795564,0.0,1.2942528546731407,1.604118347444171
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5439558279573435,0.6040323438887757,0.0,0.0,0.0,0.0,0.0,0.05119295362525384,0.0
0.7127648374075696,0.0,1.0974524046946117,0.0,0.0,0.0,1.35841360697051,0.05233585419254552,1.7605783526015482,0.0,0.3533969575624023,0.5703553447047004,0.5419373347340701,0.600880340775803,0.0,0.0,1.7897262216708458,0.0,0.0
0.0,0.30183947088720536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09773575747012563,2.1462843311513042,0.6040323438887757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07136012080420068,0.30183947088720536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26052067552003,0.6040323438887757,0.10608676836270058,0.10608676836270058,0.0,0.0,0.0,0.10970684153362345,0.0
0.0,1.8906278146749778,0.0,0.0,0.0,0.0,0.0,0.0,2.0413117798131046,2.028351151365756,2.387920595128179,0.0,0.0,0.0,1.7415567254043443,1.7415567254043443,0.0,0.0,0.7497908053459099
0.0,0.0,0.0,0.0,0.0,1.3978496992763043,0.33317289871212774,0.0,0.0,0.0,1.5695902655833138,0.6040323438887757,0.0,0.0,0.0,0.0,0.0,1.0209250037426079,0.0
0.0,0.30183947088720536,0.0,0.01449624651531839,0.0,0.5358741612511695,0.4732973395468945,0.0,0.5100320863356711,0.0,1.4294693002491374,0.6040323438887757,0.0,0.0,0.0,0.0,0.3831307430156472,0.0,0.0
1.3895649706047901,0.0,0.12867658107001503,0.0,0.1640972324760357,0.0,0.0,0.13824064500284763,0.24293513652454035,1.9350728439746756,1.0396518621472417,0.0,1.3069225461194132,1.3069225461194132,1.7547570805820911,1.7547570805820911,0.0,1.5737347248918667,0.9469577010928565
1.9384079766927866,0.0,1.0228304080116997,0.0,0.5272675665701659,0.0,0.0,1.4256537465452288,0.6617989365407404,1.7100581691795809,0.0,0.0,1.8371531837899735,1.8371531837899735,1.6325760131911957,1.6325760131911957,0.0,0.9461243283974405,0.8633936542713059
0.0,0.0,0.2177186242204437,0.0,0.0,0.0,0.0,0.0,0.0,1.3550215464883564,1.6258447980173423,0.6040323438887757,0.0,0.0,1.1150927823892447,1.1150927823892447,0.0,0.0,0.0
