fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,total_acidity,average_acidity,total_minerals,average_minerals,non_free_sulfur_dioxide,percentage_free_sulfur,percentage_salt_sulfur
0.0,0.0,0.0,0.0,0.0,0.38930252527084847,0.0,0.0,0.49529652927776846,0.0,1.1257111747483446,0.6040323438887757,0.0,0.0,0.0,0.0,0.0,0.6764208336270753,0.0
4.097371683928978,1.482754512970735,2.188945914051458,0.07786023842980938,0.6743581888902146,0.0,0.0,2.468372288290413,0.0,1.2555347666430259,0.0,0.0,4.140900392362881,4.140900392362881,1.2601634696611872,1.2601634696611872,0.0,0.0,1.6514963373044325
0.0,0.0,0.46829873103624586,0.0,0.0,0.0,0.0,0.0,1.2250339289239602,0.0,1.0604500933198535,0.6040323438887757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.42402139595197874,0.0,0.0,0.0,0.0,0.6575258612138453,0.09194863672891557,0.0,0.6040323438887757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4148934932639466,0.0,0.0,0.6014227762527482,0.6208123199998018,0.7454760812729864,0.6040323438887757,0.0,0.0,0.3768814147923123,0.3768814147923123,0.0,0.4945019151374902,0.0
0.0,0.0,0.0,0.0,0.0,0.8933999525859524,0.35757330615185684,0.0,0.4165410607534324,0.0,1.6205732400240056,0.6040323438887757,0.0,0.0,0.0,0.0,0.09989064996060514,0.44413030912518936,0.0
0.0,0.0,0.19502778115991568,0.0,0.0,0.0,0.0,0.0,0.0,0.26424960421820376,1.331109028441137,0.6040323438887757,0.0,0.0,0.1278137068180166,0.1278137068180166,0.0,0.3590182319092615,0.0
0.0,0.0,0.008261512240369723,0.0,0.0,0.05043787880211795,0.3091002373412498,0.0,0.8626690522512483,0.01581589209770959,0.28821085876698865,0.6040323438887757,0.0,0.0,0.0,0.0,0.36643496646898754,0.0,0.0
0.2613121733863785,0.0,0.0,1.8717628816419487,0.0,1.292027996320756,1.735915934325374,1.4033060200631562,0.0,0.0,0.0,0.6040323438887757,0.1442649681733743,0.1442649681733743,0.0,0.0,1.6664976931538305,0.0,0.0
0.0,0.0,0.7512412184098255,1.536417738949074,0.0,2.029913828975857,0.7840992806844592,0.715724086087463,0.12414367618836492,1.1754197671394238,0.0,0.6040323438887757,0.0,0.0,1.0045983444518665,1.0045983444518665,0.19155900031244288,1.047095567208042,0.0
