fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,total_acidity,average_acidity,total_minerals,average_minerals,non_free_sulfur_dioxide,percentage_free_sulfur,percentage_salt_sulfur
2.390573187695514,0.0,1.0098028021314902,0.0,0.1951977409983229,0.0,0.0,1.0462027203906754,0.0,2.2693963405380972,0.4193867319437847,10,0,2.2010525352039516,2.2010525352039516,2.0476352531425577,2.0476352531425577,0.0,0.0,3.0175465282456444
0.0,0.09719291438960376,0.0,0.0,0.0,0.0,0.07777175679748333,0.0,0.5071719567739847,1.6249385953604774,2.8947495581818985,10,1,0.0,0.0,1.279215067180776,1.279215067180776,0.25222003606956644,0.0,0.1726182436873923
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546654504458058,0.0,1.464773389080071,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07557076174564122,0.0,0.0,0.0,0.0,0.3841794506726295,0.0,0.0,1.937962599789804,0.5166819817684128,0.0,10,1,0.0,0.0,0.3837008255131274,0.3837008255131274,0.0,0.532143862909559,0.0
0.0,0.0,0.23701738330790584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.829321121555199,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.009994699114436172,0.0,0.0,0.0,0.0,1.4832001135810344,10,1,0.0,0.0,0.0,0.0,0.0,0.07892543978180344,0.0
1.7606499621473706,1.7106683655370634,0.27585706330280935,0.0,0.7024056287046587,0.0,0.0,1.1239387734562114,0.6105860523949159,1.1390090429428619,0.9702522007247052,10,0,1.9126237560899784,1.9126237560899784,1.1604996217264658,1.1604996217264658,0.0,1.2394485626698708,0.0
0.0,0.23509387046429245,0.0,1.8930151810390072,0.0,1.2041668140717599,1.3379037892199015,1.0962080644445624,0.0,0.3638318222491855,0.0,10,1,0.0,0.0,0.2708213008301313,0.2708213008301313,1.2054219446339236,0.0,0.0
0.07499854504391752,0.0,0.2800391382600734,0.0,0.0,0.0,0.7028212845427044,0.0,0.26749927766292303,0.0,1.501522146278269,8,1,0.0,0.0,0.0,0.0,0.912576558858972,0.0,0.0
0.6454565893290398,0.0,1.012912986734901,0.0,0.0,0.0,1.3368700833285612,0.07665479020936408,1.6836323161641635,0.0,0.3261154289558034,10,1,0.514488822961548,0.514488822961548,0.0,0.0,1.779511949348982,0.0,0.0
0.0,0.0,0.0872597459636193,0.0,0.0,0.0,0.0,0.0,0.2902725038095595,0.0,1.6492020012085584,8,1,0.0,0.0,0.0,0.0,0.0,0.2643061053834214,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8596661250823966,0.0,1.901909038376187,10,1,0.0,0.0,0.0,0.0,0.09646343748728747,0.0,0.0
0.027858734903741477,0.0,0.0,1.9681483455091717,0.0,0.8670116821703073,0.742422243833201,1.1466631850415907,0.0,0.0,0.0,12,1,0.0,0.0,0.0,0.0,0.5921759055111256,0.026456564179521427,0.0
0.0,0.0,0.37097034956664665,2.201837033544959,0.0,1.612091042497481,1.1146454415498686,1.5398413383245062,0.8679291849244255,1.7431116818926136,0.0,7,1,0.0,0.0,1.5105201611545058,1.5105201611545058,0.7692714252845714,0.34294006921801035,0.0
0.9772894605890853,0.0,0.8528355467071318,0.11560995003115293,0.0,0.0,0.0,0.0,0.0,0.0,0.37782243950379873,10,1,0.9065453876426693,0.9065453876426693,0.0,0.0,0.0,0.0,0.0
0.0,0.36520749821733023,0.0,0.0,0.0,1.1213542414017086,0.0,0.0,0.990814931730328,0.0,1.1491924595854646,10,1,0.0,0.0,0.0,0.0,0.0,1.5713591500775277,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.20105290180980745,0.0,0.8643996114508193,1.5051372490295587,2.799592301195114,7,1,0.0,0.0,1.1550264475821843,1.1550264475821843,0.4877031450386663,0.0,0.2810774650728215
0.0,1.0217799812668769,0.0,0.0,0.25104906505348656,0.0,0.0,0.0,1.1224873858056619,0.9500387679849491,1.4831050391355718,10,0,0.0,0.0,0.8944046999921241,0.8944046999921241,0.0,1.591082886392604,0.5420232256316877
0.0,0.0,0.583453351221112,1.9874097315078358,0.0,1.1736009803898337,0.37171646413431814,0.7256174498847678,0.21977911617632817,1.2270770326074851,0.0,10,1,0.0,0.0,0.9800642957076156,0.9800642957076156,0.011069419031033034,0.7042733353283503,0.0
0.0,0.12563440316366115,0.014670533215921907,0.8131714241640094,0.0,0.0,0.011221828344896989,0.0,0.0,0.6818038617620952,2.000677034204512,10,1,0.0,0.0,0.45634091384118863,0.45634091384118863,0.023712314859584516,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.038827610371143684,0.21850541554741754,0.0,0.4922143724696853,0.0,2.1767773432205,10,1,0.0,0.0,0.0,0.0,0.25778744235993084,0.0,0.0
0.0,0.0,0.0,0.049236918560873644,0.0,0.0,0.0,0.0,1.1133476369057278,0.0,0.7240773900660569,10,1,0.0,0.0,0.0,0.0,0.12633457884155988,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0242290926329214,0.0,0.3773650434507557,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.14735483573799785,0.0,0.0,0.0,0.3045681663429801,0.0,0.0,0.0,1.2700999545612466,10,1,0.0,0.0,0.0,0.0,0.5484479369994686,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.595180699325882,0.47844323777162856,0.0,1.8229045185800032,0.34334352635725496,0.4728725420818887,10,1,0.0,0.0,0.2406612811193965,0.2406612811193965,0.0,0.9796156933782206,0.0
0.22871166891083355,0.0,0.0,0.0,0.0,0.5271244754264862,0.6254592382020008,0.0,0.0,0.0,1.0823083934656106,10,1,0.1731048745978417,0.1731048745978417,0.0,0.0,0.577347849236054,0.0,0.0
0.0,0.0,0.35977657694290144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.824777359528349,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.40962676657832714,0.0,0.0,0.15299758479102354,0.0,0.0,0.025738420140302642,0.3232776796108321,0.3056217304645438,10,1,0.0,0.0,0.18767315321348996,0.18767315321348996,0.0,0.06252432236577708,0.0
1.981269714959386,0.0,0.6232938285586611,0.0,0.20160618576431072,0.0,0.0,0.7123056563357425,0.021009132820991233,1.829287510547661,0.19753112572878118,10,0,1.8768396742329456,1.8768396742329456,1.66025756097847,1.66025756097847,0.0,0.43687325079093403,1.5416572389504442
0.0,0.0,0.14738166768996244,0.54687604404485,0.0,0.5270633791113557,0.19943832514386345,0.0,0.0,0.0,1.600163379444356,12,1,0.0,0.0,0.0,0.0,0.04554387534959839,0.22131765269905268,0.0
2.169068707746285,0.8491528732182125,1.0633005370005075,0.0,0.09407489244346166,0.0,0.0,1.69541900854061,0.0,0.37104294200542337,0.0,10,0,2.2010525352039516,2.2010525352039516,0.3484417343893769,0.3484417343893769,0.0,0.0,1.4378255491786267
0.0,0.6242997654981496,0.0,0.0219897416411507,0.0,0.0,0.0,0.0,0.23459132638046534,0.38321564057908514,0.9230528371440363,10,1,0.0,0.0,0.18315504847789751,0.18315504847789751,0.0,0.0,0.11941002306036978
3.8851808251180833,0.27075800702195685,1.8903124028627953,0.021090615274081376,0.1951977409983229,0.0,0.0,2.1119239199161686,0.0,0.6029591884933821,1.614892245719181,10,0,3.788227447507393,3.788227447507393,0.575529422422144,0.575529422422144,0.0,0.0,2.064137060319736
0.0,0.0,0.0,0.0,0.0,0.4887045596592558,0.5147381235382862,0.0,1.06724300395289,0.0,2.01279229965329,10,1,0.0,0.0,0.0,0.0,0.45395668388043336,0.0,0.0
0.0,1.4275477394144682,0.0,0.10173081272888695,0.05835402368454949,0.0,0.0,0.46716642852813967,1.1696876028765353,0.3867777153341681,0.23090363505899317,10,0,0.0,0.0,0.3544938551506293,0.3544938551506293,0.0,2.623582855948028,0.5311096871768438
